7.8,707.191,1.17487,0.218259
7.9,705.443,1.18308,0.219343
8,703.624,1.19121,0.220433
8.1,701.757,1.19926,0.221529
8.2,699.859,1.20722,0.22263
8.3,697.946,1.21511,0.223736
8.4,696.029,1.22292,0.224848
8.5,694.116,1.23065,0.225965
8.6,692.215,1.23831,0.227088
8.7,690.332,1.24589,0.228216
8.8,688.472,1.25339,0.22935
8.9,686.636,1.26082,0.23049
9,684.828,1.26817,0.231635
9.1,683.049,1.27546,0.232786
9.2,681.301,1.28267,0.233943
9.3,679.584,1.2898,0.235105
9.4,677.899,1.29687,0.236273
9.5,676.245,1.30387,0.237447
9.6,674.624,1.31079,0.238626
9.7,673.034,1.31765,0.239812
9.8,671.475,1.32444,0.241003
9.9,669.947,1.33116,0.2422
10,668.45,1.33782,0.243404
10.1,666.982,1.34441,0.244613
10.2,665.543,1.35093,0.245828
10.3,664.132,1.35739,0.247049
10.4,662.749,1.36378,0.248276
10.5,661.394,1.37011,0.249509
10.6,660.064,1.37638,0.250748
10.7,658.761,1.38258,0.251994
10.8,657.482,1.38873,0.253245
10.9,656.228,1.39481,0.254503
11,654.998,1.40083,0.255767
11.1,653.791,1.40679,0.257038
11.2,652.607,1.4127,0.258314
11.3,651.445,1.41854,0.259597
11.4,650.305,1.42433,0.260886
11.5,649.185,1.43005,0.262182
11.6,648.086,1.43572,0.263484
11.7,647.006,1.44134,0.264792
11.8,645.947,1.4469,0.266107
11.9,644.906,1.4524,0.267429
12,643.883,1.45785,0.268757
12.1,642.879,1.46324,0.270091
12.2,641.892,1.46859,0.271432
12.3,640.922,1.47387,0.27278
12.4,639.969,1.47911,0.274135
12.5,639.032,1.48429,0.275496
12.6,638.111,1.48942,0.276864
12.7,637.206,1.4945,0.278239
12.8,636.316,1.49953,0.27962
12.9,635.441,1.50451,0.281009
13,634.58,1.50944,0.282404
13.1,633.733,1.51432,0.283806
13.2,632.9,1.51916,0.285215
13.3,632.081,1.52394,0.286631
13.4,631.275,1.52868,0.288054
13.5,630.482,1.53337,0.289484
13.6,629.701,1.53801,0.290922
13.7,628.933,1.54261,0.292366
13.8,628.176,1.54716,0.293817
13.9,627.432,1.55166,0.295276
14,626.699,1.55613,0.296742
14.1,625.977,1.56054,0.298215
14.2,625.267,1.56491,0.299696
14.3,624.567,1.56924,0.301183
14.4,623.878,1.57353,0.302679
14.5,623.199,1.57777,0.304181
14.6,622.53,1.58197,0.305691
14.7,621.871,1.58613,0.307209
14.8,621.222,1.59025,0.308734
14.9,620.583,1.59433,0.310266
15,619.952,1.59837,0.311806
15.1,619.331,1.60236,0.313354
15.2,618.719,1.60632,0.31491
15.3,618.116,1.61024,0.316473
15.4,617.521,1.61411,0.318044
15.5,616.935,1.61795,0.319622
15.6,616.356,1.62176,0.321209
15.7,615.786,1.62552,0.322803
15.8,615.224,1.62924,0.324406
15.9,614.67,1.63293,0.326016
16,614.123,1.63659,0.327634
16.1,613.584,1.6402,0.32926
16.2,613.052,1.64378,0.330894
16.3,612.527,1.64733,0.332537
16.4,612.01,1.65084,0.334187
16.5,611.499,1.65431,0.335846
16.6,610.995,1.65775,0.337513
16.7,610.498,1.66116,0.339188
16.8,610.007,1.66453,0.340871
16.9,609.523,1.66786,0.342563
17,609.044,1.67117,0.344263
17.1,608.573,1.67444,0.345972
17.2,608.107,1.67768,0.347689
17.3,607.647,1.68089,0.349415
17.4,607.193,1.68406,0.351149
17.5,606.745,1.68721,0.352892
17.6,606.302,1.69032,0.354643
17.7,605.865,1.6934,0.356403
17.8,605.433,1.69645,0.358172
17.9,605.007,1.69947,0.359949
18,604.586,1.70246,0.361736
18.1,604.17,1.70542,0.363531
18.2,603.759,1.70835,0.365335
18.3,603.353,1.71126,0.367148
18.4,602.952,1.71413,0.36897
18.5,602.556,1.71697,0.370801
18.6,602.164,1.71979,0.372641
18.7,601.777,1.72258,0.37449
18.8,601.395,1.72534,0.376349
18.9,601.017,1.72807,0.378216
19,600.644,1.73078,0.380093
19.1,600.274,1.73346,0.381979
19.2,599.909,1.73611,0.383875
19.3,599.549,1.73873,0.38578
19.4,599.192,1.74133,0.387694
19.5,598.839,1.74391,0.389618
19.6,598.491,1.74645,0.391551
19.7,598.146,1.74898,0.393494
19.8,597.805,1.75148,0.395447
19.9,597.468,1.75395,0.397409
20,597.134,1.7564,0.399381
20.1,596.805,1.75882,0.401363
20.2,596.478,1.76122,0.403355
20.3,596.156,1.7636,0.405356
20.4,595.836,1.76595,0.407367
20.5,595.521,1.76828,0.409389
20.6,595.208,1.77058,0.41142
20.7,594.899,1.77287,0.413462
20.8,594.593,1.77513,0.415513
20.9,594.29,1.77736,0.417575
21,593.991,1.77958,0.419647
21.1,593.694,1.78177,0.421729
21.2,593.401,1.78394,0.423822
21.3,593.11,1.78609,0.425924
21.4,592.822,1.78822,0.428038
21.5,592.538,1.79033,0.430162
21.6,592.256,1.79241,0.432296
21.7,591.977,1.79448,0.434441
21.8,591.701,1.79653,0.436596
21.9,591.427,1.79855,0.438763
22,591.156,1.80055,0.44094
22.1,590.888,1.80254,0.443127
22.2,590.622,1.8045,0.445326
22.3,590.359,1.80645,0.447536
22.4,590.098,1.80837,0.449756
22.5,589.84,1.81028,0.451987
22.6,589.584,1.81217,0.45423
22.7,589.331,1.81404,0.456484
22.8,589.079,1.81589,0.458748
22.9,588.831,1.81772,0.461024
23,588.584,1.81953,0.463312
23.1,588.34,1.82133,0.46561
23.2,588.098,1.82311,0.467921
23.3,587.858,1.82487,0.470242
23.4,587.62,1.82661,0.472575
23.5,587.384,1.82834,0.47492
23.6,587.151,1.83004,0.477276
23.7,586.919,1.83173,0.479644
23.8,586.689,1.83341,0.482023
23.9,586.462,1.83507,0.484415
24,586.236,1.83671,0.486818
24.1,586.012,1.83833,0.489233
24.2,585.79,1.83994,0.49166
24.3,585.57,1.84153,0.4941
24.4,585.352,1.84311,0.496551
24.5,585.135,1.84467,0.499014
24.6,584.92,1.84622,0.50149
24.7,584.707,1.84775,0.503978
24.8,584.496,1.84926,0.506478
24.9,584.286,1.85076,0.508991
25,584.078,1.85225,0.511516
25.1,583.872,1.85372,0.514053
25.2,583.667,1.85517,0.516604
25.3,583.464,1.85661,0.519167
25.4,583.262,1.85804,0.521742
25.5,583.062,1.85945,0.52433
25.6,582.863,1.86085,0.526932
25.7,582.666,1.86224,0.529546
25.8,582.47,1.86361,0.532173
25.9,582.276,1.86496,0.534813
26,582.083,1.86631,0.537466
26.1,581.891,1.86764,0.540132
26.2,581.701,1.86895,0.542811
26.3,581.512,1.87026,0.545504
26.4,581.325,1.87155,0.54821
26.5,581.138,1.87283,0.55093
26.6,580.953,1.87409,0.553663
26.7,580.769,1.87535,0.556409
26.8,580.587,1.87659,0.55917
26.9,580.406,1.87781,0.561943
27,580.225,1.87903,0.564731
27.1,580.046,1.88023,0.567532
27.2,579.868,1.88143,0.570348
27.3,579.692,1.88261,0.573177
27.4,579.516,1.88377,0.57602
27.5,579.342,1.88493,0.578878
27.6,579.168,1.88607,0.581749
27.7,578.996,1.88721,0.584635
27.8,578.824,1.88833,0.587535
27.9,578.654,1.88944,0.59045
28,578.485,1.89054,0.593379
28.1,578.316,1.89163,0.596322
28.2,578.149,1.89271,0.59928
28.3,577.982,1.89378,0.602253
28.4,577.817,1.89483,0.60524
28.5,577.652,1.89588,0.608242
28.6,577.488,1.89692,0.61126
28.7,577.326,1.89794,0.614292
28.8,577.164,1.89896,0.617339
28.9,577.002,1.89996,0.620401
29,576.842,1.90096,0.623478
29.1,576.683,1.90194,0.626571
29.2,576.524,1.90292,0.629679
29.3,576.366,1.90389,0.632803
29.4,576.209,1.90484,0.635941
29.5,576.053,1.90579,0.639096
29.6,575.897,1.90673,0.642266
29.7,575.742,1.90765,0.645452
29.8,575.588,1.90857,0.648653
29.9,575.435,1.90948,0.651871
30,575.282,1.91038,0.655104
30.1,575.13,1.91127,0.658354
30.2,574.978,1.91216,0.661619
30.3,574.828,1.91303,0.664901
30.4,574.678,1.9139,0.668199
30.5,574.528,1.91475,0.671513
30.6,574.379,1.9156,0.674844
30.7,574.231,1.91644,0.678191
30.8,574.083,1.91727,0.681555
30.9,573.936,1.9181,0.684936
31,573.789,1.91891,0.688333
31.1,573.643,1.91972,0.691747
31.2,573.498,1.92052,0.695179
31.3,573.353,1.92131,0.698627
31.4,573.209,1.92209,0.702092
31.5,573.065,1.92287,0.705574
31.6,572.921,1.92363,0.709074
31.7,572.778,1.92439,0.712591
31.8,572.636,1.92515,0.716125
31.9,572.494,1.92589,0.719677
32,572.352,1.92663,0.723247
32.1,572.211,1.92736,0.726834
32.2,572.07,1.92808,0.730439
32.3,571.93,1.9288,0.734062
32.4,571.79,1.9295,0.737703
32.5,571.65,1.93021,0.741362
32.6,571.511,1.9309,0.745039
32.7,571.372,1.93159,0.748734
32.8,571.234,1.93227,0.752448
32.9,571.096,1.93294,0.75618
33,570.958,1.93361,0.75993
33.1,570.821,1.93427,0.763699
33.2,570.684,1.93492,0.767487
33.3,570.547,1.93557,0.771294
33.4,570.41,1.93621,0.775119
33.5,570.274,1.93685,0.778963
33.6,570.138,1.93748,0.782827
33.7,570.003,1.9381,0.78671
33.8,569.868,1.93871,0.790611
33.9,569.732,1.93932,0.794533
34,569.598,1.93993,0.798473
34.1,569.463,1.94053,0.802433
34.2,569.329,1.94112,0.806413
34.3,569.194,1.9417,0.810413
34.4,569.061,1.94228,0.814432
34.5,568.927,1.94286,0.818471
34.6,568.793,1.94343,0.822531
34.7,568.66,1.94399,0.82661
34.8,568.527,1.94455,0.83071
34.9,568.394,1.9451,0.83483
35,568.261,1.94564,0.83897
35.1,568.128,1.94619,0.843131
35.2,567.996,1.94672,0.847313
35.3,567.863,1.94725,0.851515
35.4,567.731,1.94778,0.855738
35.5,567.599,1.9483,0.859982
35.6,567.467,1.94881,0.864247
35.7,567.335,1.94932,0.868533
35.8,567.203,1.94982,0.872841
35.9,567.071,1.95032,0.87717
36,566.939,1.95082,0.88152
36.1,566.808,1.95131,0.885892
36.2,566.676,1.95179,0.890285
36.3,566.545,1.95227,0.8947
36.4,566.413,1.95275,0.899138
36.5,566.282,1.95322,0.903597
36.6,566.15,1.95368,0.908078
36.7,566.019,1.95414,0.912582
36.8,565.888,1.9546,0.917107
36.9,565.756,1.95505,0.921656
37,565.625,1.9555,0.926226
37.1,565.494,1.95594,0.93082
37.2,565.362,1.95638,0.935436
37.3,565.231,1.95681,0.940075
37.4,565.1,1.95724,0.944737
37.5,564.968,1.95767,0.949422
37.6,564.837,1.95809,0.954131
37.7,564.706,1.95851,0.958863
37.8,564.574,1.95892,0.963618
37.9,564.442,1.95933,0.968397
38,564.311,1.95973,0.973199
38.1,564.179,1.96013,0.978025
38.2,564.047,1.96053,0.982875
38.3,563.916,1.96092,0.98775
38.4,563.784,1.96131,0.992648
38.5,563.652,1.9617,0.997571
38.6,563.519,1.96208,1.00252
38.7,563.387,1.96245,1.00749
38.8,563.255,1.96283,1.01249
38.9,563.122,1.9632,1.01751
39,562.99,1.96356,1.02255
39.1,562.857,1.96393,1.02762
39.2,562.724,1.96429,1.03272
39.3,562.591,1.96464,1.03784
39.4,562.458,1.96499,1.04299
39.5,562.324,1.96534,1.04816
39.6,562.191,1.96569,1.05336
39.7,562.057,1.96603,1.05858
39.8,561.923,1.96637,1.06383
39.9,561.789,1.9667,1.06911
40,561.655,1.96703,1.07441
40.1,561.521,1.96736,1.07974
40.2,561.386,1.96768,1.08509
40.3,561.251,1.96801,1.09047
40.4,561.116,1.96832,1.09588
40.5,560.981,1.96864,1.10131
40.6,560.845,1.96895,1.10677
40.7,560.709,1.96926,1.11226
40.8,560.573,1.96957,1.11778
40.9,560.437,1.96987,1.12332
41,560.301,1.97017,1.12889
41.1,560.164,1.97047,1.13449
41.2,560.027,1.97076,1.14011
41.3,559.89,1.97105,1.14577
41.4,559.752,1.97134,1.15145
41.5,559.614,1.97162,1.15716
41.6,559.476,1.97191,1.1629
41.7,559.338,1.97219,1.16866
41.8,559.199,1.97246,1.17446
41.9,559.06,1.97274,1.18028
42,558.921,1.97301,1.18614
42.1,558.781,1.97328,1.19202
42.2,558.642,1.97354,1.19793
42.3,558.501,1.97381,1.20387
42.4,558.361,1.97407,1.20984
42.5,558.22,1.97432,1.21584
42.6,558.079,1.97458,1.22187
42.7,557.937,1.97483,1.22792
42.8,557.795,1.97508,1.23401
42.9,557.653,1.97533,1.24013
43,557.51,1.97558,1.24628
43.1,557.367,1.97582,1.25246
43.2,557.224,1.97606,1.25867
43.3,557.08,1.9763,1.26491
43.4,556.936,1.97653,1.27118
43.5,556.791,1.97677,1.27749
43.6,556.646,1.977,1.28382
43.7,556.501,1.97723,1.29019
43.8,556.355,1.97745,1.29658
43.9,556.209,1.97768,1.30301
44,556.063,1.9779,1.30947
44.1,555.916,1.97812,1.31597
44.2,555.768,1.97834,1.32249
44.3,555.621,1.97855,1.32905
44.4,555.472,1.97877,1.33564
44.5,555.324,1.97898,1.34226
44.6,555.174,1.97919,1.34892
44.7,555.025,1.97939,1.35561
44.8,554.875,1.9796,1.36233
44.9,554.724,1.9798,1.36908
45,554.573,1.98,1.37587
45.1,554.422,1.9802,1.38269
45.2,554.27,1.9804,1.38955
45.3,554.118,1.98059,1.39644
45.4,553.965,1.98079,1.40336
45.5,553.811,1.98098,1.41032
45.6,553.657,1.98117,1.41731
45.7,553.503,1.98136,1.42434
45.8,553.348,1.98154,1.4314
45.9,553.193,1.98172,1.4385
46,553.037,1.98191,1.44563
46.1,552.88,1.98209,1.4528
46.2,552.723,1.98226,1.46
46.3,552.566,1.98244,1.46724
46.4,552.408,1.98262,1.47452
46.5,552.249,1.98279,1.48183
46.6,552.09,1.98296,1.48917
46.7,551.93,1.98313,1.49656
46.8,551.77,1.9833,1.50398
46.9,551.609,1.98346,1.51143
47,551.448,1.98363,1.51893
47.1,551.286,1.98379,1.52646
47.2,551.123,1.98395,1.53403
47.3,550.96,1.98411,1.54163
47.4,550.796,1.98427,1.54927
47.5,550.632,1.98443,1.55696
47.6,550.467,1.98458,1.56467
47.7,550.301,1.98474,1.57243
47.8,550.135,1.98489,1.58023
47.9,549.968,1.98504,1.58806
48,549.801,1.98519,1.59594
48.1,549.633,1.98533,1.60385
48.2,549.464,1.98548,1.6118
48.3,549.295,1.98562,1.61979
48.4,549.125,1.98577,1.62782
48.5,548.954,1.98591,1.63589
48.6,548.783,1.98605,1.644
48.7,548.611,1.98619,1.65215
48.8,548.439,1.98633,1.66034
48.9,548.265,1.98646,1.66857
49,548.091,1.9866,1.67685
49.1,547.917,1.98673,1.68516
49.2,547.742,1.98686,1.69351
49.3,547.566,1.98699,1.70191
49.4,547.389,1.98712,1.71035
49.5,547.212,1.98725,1.71883
49.6,547.033,1.98738,1.72735
49.7,546.855,1.9875,1.73591
49.8,546.675,1.98763,1.74452
49.9,546.495,1.98775,1.75316
50,546.314,1.98787,1.76186
50.1,546.132,1.98799,1.77059
50.2,545.95,1.98811,1.77937
50.3,545.767,1.98823,1.78819
50.4,545.583,1.98835,1.79705
50.5,545.398,1.98846,1.80596
50.6,545.213,1.98858,1.81491
50.7,545.026,1.98869,1.82391
50.8,544.839,1.9888,1.83295
50.9,544.652,1.98892,1.84204
51,544.463,1.98903,1.85117
51.1,544.274,1.98914,1.86035
51.2,544.084,1.98924,1.86957
51.3,543.893,1.98935,1.87884
51.4,543.701,1.98946,1.88815
51.5,543.509,1.98956,1.89751
51.6,543.315,1.98966,1.90692
51.7,543.121,1.98977,1.91637
51.8,542.926,1.98987,1.92587
51.9,542.73,1.98997,1.93542
52,542.534,1.99007,1.94501
52.1,542.336,1.99017,1.95465
52.2,542.138,1.99027,1.96434
52.3,541.939,1.99036,1.97408
52.4,541.739,1.99046,1.98386
52.5,541.538,1.99055,1.9937
52.6,541.336,1.99065,2.00358
52.7,541.134,1.99074,2.01351
52.8,540.93,1.99083,2.02349
52.9,540.726,1.99092,2.03352
53,540.52,1.99102,2.0436
53.1,540.314,1.9911,2.05373
53.2,540.107,1.99119,2.06391
53.3,539.899,1.99128,2.07414
53.4,539.69,1.99137,2.08442
53.5,539.48,1.99145,2.09476
53.6,539.27,1.99154,2.10514
53.7,539.058,1.99162,2.11557
53.8,538.845,1.99171,2.12606
53.9,538.632,1.99179,2.1366
54,538.417,1.99187,2.14719
54.1,538.202,1.99195,2.15783
54.2,537.986,1.99203,2.16853
54.3,537.768,1.99211,2.17928
54.4,537.55,1.99219,2.19008
54.5,537.331,1.99227,2.20093
54.6,537.11,1.99234,2.21184
54.7,536.889,1.99242,2.2228
54.8,536.667,1.9925,2.23382
54.9,536.443,1.99257,2.24489
55,536.219,1.99264,2.25602
55.1,535.994,1.99272,2.2672
55.2,535.767,1.99279,2.27844
55.3,535.54,1.99286,2.28973
55.4,535.312,1.99293,2.30108
55.5,535.082,1.993,2.31248
55.6,534.852,1.99307,2.32395
55.7,534.62,1.99314,2.33546
55.8,534.388,1.99321,2.34704
55.9,534.154,1.99328,2.35867
56,533.92,1.99334,2.37036
56.1,533.684,1.99341,2.38211
56.2,533.447,1.99348,2.39392
56.3,533.209,1.99354,2.40578
56.4,532.97,1.9936,2.4177
56.5,532.73,1.99367,2.42969
56.6,532.489,1.99373,2.44173
56.7,532.246,1.99379,2.45383
56.8,532.003,1.99386,2.46599
56.9,531.758,1.99392,2.47821
57,531.513,1.99398,2.49049
57.1,531.266,1.99404,2.50283
57.2,531.018,1.9941,2.51524
57.3,530.769,1.99416,2.5277
57.4,530.519,1.99421,2.54023
57.5,530.267,1.99427,2.55282
57.6,530.015,1.99433,2.56547
57.7,529.761,1.99438,2.57818
57.8,529.506,1.99444,2.59096
57.9,529.25,1.9945,2.6038
58,528.993,1.99455,2.6167
58.1,528.734,1.9946,2.62967
58.2,528.474,1.99466,2.6427
58.3,528.213,1.99471,2.6558
58.4,527.951,1.99476,2.66896
58.5,527.688,1.99482,2.68219
58.6,527.423,1.99487,2.69548
58.7,527.157,1.99492,2.70884
58.8,526.89,1.99497,2.72226
58.9,526.622,1.99502,2.73575
59,526.352,1.99507,2.74931
59.1,526.081,1.99512,2.76293
59.2,525.809,1.99517,2.77662
59.3,525.536,1.99521,2.79038
59.4,525.261,1.99526,2.80421
59.5,524.985,1.99531,2.8181
59.6,524.708,1.99536,2.83207
59.7,524.429,1.9954,2.8461
59.8,524.149,1.99545,2.8602
59.9,523.868,1.99549,2.87437
60,523.585,1.99554,2.88862
60.1,523.301,1.99558,2.90293
60.2,523.016,1.99563,2.91731
60.3,522.73,1.99567,2.93177
60.4,522.442,1.99571,2.9463
60.5,522.152,1.99576,2.96089
60.6,521.862,1.9958,2.97557
60.7,521.569,1.99584,2.99031
60.8,521.276,1.99588,3.00513
60.9,520.981,1.99592,3.02002
61,520.685,1.99596,3.03498
61.1,520.387,1.996,3.05002
61.2,520.088,1.99604,3.06513
61.3,519.787,1.99608,3.08031
61.4,519.485,1.99612,3.09558
61.5,519.182,1.99616,3.11091
61.6,518.877,1.9962,3.12633
61.7,518.571,1.99624,3.14182
61.8,518.263,1.99627,3.15738
61.9,517.954,1.99631,3.17303
62,517.643,1.99635,3.18875
62.1,517.331,1.99638,3.20454
62.2,517.017,1.99642,3.22042
62.3,516.702,1.99645,3.23638
62.4,516.386,1.99649,3.25241
62.5,516.067,1.99653,3.26852
62.6,515.748,1.99656,3.28472
62.7,515.426,1.99659,3.30099
62.8,515.104,1.99663,3.31734
62.9,514.779,1.99666,3.33378
63,514.453,1.99669,3.35029
63.1,514.126,1.99673,3.36689
63.2,513.797,1.99676,3.38357
63.3,513.466,1.99679,3.40033
63.4,513.134,1.99682,3.41718
63.5,512.8,1.99686,3.4341
63.6,512.465,1.99689,3.45112
63.7,512.128,1.99692,3.46821
63.8,511.789,1.99695,3.48539
63.9,511.449,1.99698,3.50266
64,511.107,1.99701,3.52001
64.1,510.764,1.99704,3.53745
64.2,510.418,1.99707,3.55497
64.3,510.071,1.9971,3.57258
64.4,509.723,1.99713,3.59028
64.5,509.373,1.99716,3.60806
64.6,509.021,1.99718,3.62593
64.7,508.667,1.99721,3.64389
64.8,508.312,1.99724,3.66194
64.9,507.955,1.99727,3.68008
65,507.596,1.99729,3.69831
65.1,507.236,1.99732,3.71663
65.2,506.874,1.99735,3.73504
65.3,506.51,1.99737,3.75354
65.4,506.144,1.9974,3.77213
65.5,505.776,1.99743,3.79081
65.6,505.407,1.99745,3.80959
65.7,505.036,1.99748,3.82846
65.8,504.663,1.9975,3.84742
65.9,504.289,1.99753,3.86647
66,503.912,1.99755,3.88562
66.1,503.534,1.99758,3.90487
66.2,503.154,1.9976,3.92421
66.3,502.772,1.99762,3.94364
66.4,502.388,1.99765,3.96318
66.5,502.003,1.99767,3.9828
66.6,501.615,1.99769,4.00253
66.7,501.226,1.99772,4.02235
66.8,500.835,1.99774,4.04227
66.9,500.442,1.99776,4.06229
67,500.046,1.99778,4.08241
67.1,499.65,1.99781,4.10263
67.2,499.251,1.99783,4.12294
67.3,498.85,1.99785,4.14336
67.4,498.447,1.99787,4.16388
67.5,498.042,1.99789,4.1845
67.6,497.636,1.99791,4.20522
67.7,497.227,1.99793,4.22605
67.8,496.816,1.99795,4.24697
67.9,496.404,1.99798,4.268
68,495.989,1.998,4.28914
68.1,495.573,1.99802,4.31038
68.2,495.154,1.99803,4.33172
68.3,494.733,1.99805,4.35317
68.4,494.311,1.99807,4.37473
68.5,493.886,1.99809,4.39639
68.6,493.459,1.99811,4.41816
68.7,493.03,1.99813,4.44004
68.8,492.599,1.99815,4.46202
68.9,492.166,1.99817,4.48411
69,491.731,1.99819,4.50632
69.1,491.294,1.9982,4.52863
69.2,490.854,1.99822,4.55105
69.3,490.413,1.99824,4.57358
69.4,489.969,1.99826,4.59623
69.5,489.523,1.99827,4.61898
69.6,489.075,1.99829,4.64185
69.7,488.625,1.99831,4.66483
69.8,488.173,1.99833,4.68793
69.9,487.718,1.99834,4.71114
70,487.262,1.99836,4.73446
70.1,486.803,1.99837,4.7579
70.2,486.341,1.99839,4.78146
70.3,485.878,1.99841,4.80513
70.4,485.412,1.99842,4.82892
70.5,484.944,1.99844,4.85282
70.6,484.474,1.99845,4.87685
70.7,484.002,1.99847,4.90099
70.8,483.527,1.99848,4.92525
70.9,483.05,1.9985,4.94963
71,482.57,1.99851,4.97413
71.1,482.089,1.99853,4.99875
71.2,481.605,1.99854,5.0235
71.3,481.118,1.99856,5.04837
71.4,480.629,1.99857,5.07335
71.5,480.138,1.99859,5.09847
71.6,479.645,1.9986,5.1237
71.7,479.149,1.99862,5.14906
71.8,478.65,1.99863,5.17455
71.9,478.15,1.99864,5.20016
72,477.646,1.99866,5.2259
72.1,477.141,1.99867,5.25177
72.2,476.633,1.99868,5.27776
72.3,476.122,1.9987,5.30388
72.4,475.609,1.99871,5.33013
72.5,475.093,1.99872,5.35651
72.6,474.575,1.99873,5.38302
72.7,474.055,1.99875,5.40966
72.8,473.532,1.99876,5.43644
72.9,473.006,1.99877,5.46334
73,472.478,1.99878,5.49038
73.1,471.947,1.9988,5.51755
73.2,471.414,1.99881,5.54485
73.3,470.878,1.99882,5.57229
73.4,470.339,1.99883,5.59987
73.5,469.798,1.99884,5.62758
73.6,469.254,1.99885,5.65543
73.7,468.708,1.99887,5.68341
73.8,468.159,1.99888,5.71154
73.9,467.607,1.99889,5.7398
74,467.053,1.9989,5.7682
74.1,466.496,1.99891,5.79674
74.2,465.936,1.99892,5.82542
74.3,465.373,1.99893,5.85425
74.4,464.808,1.99894,5.88321
74.5,464.24,1.99895,5.91232
74.6,463.669,1.99896,5.94157
74.7,463.096,1.99897,5.97097
74.8,462.52,1.99898,6.00051
74.9,461.94,1.99899,6.0302
75,461.359,1.999,6.06003
75.1,460.774,1.99901,6.09001
75.2,460.186,1.99902,6.12014
75.3,459.596,1.99903,6.15042
75.4,459.003,1.99904,6.18084
75.5,458.406,1.99905,6.21142
75.6,457.807,1.99906,6.24215
75.7,457.205,1.99907,6.27303
75.8,456.601,1.99908,6.30406
75.9,455.993,1.99909,6.33524
76,455.382,1.9991,6.36658
76.1,454.768,1.99911,6.39807
76.2,454.152,1.99912,6.42972
76.3,453.532,1.99913,6.46152
76.4,452.909,1.99913,6.49348
76.5,452.284,1.99914,6.5256
76.6,451.655,1.99915,6.55787
76.7,451.023,1.99916,6.59031
76.8,450.389,1.99917,6.6229
76.9,449.751,1.99918,6.65565
77,449.11,1.99918,6.68857
77.1,448.466,1.99919,6.72165
77.2,447.819,1.9992,6.75489
77.3,447.168,1.99921,6.7883
77.4,446.515,1.99922,6.82186
77.5,445.858,1.99922,6.8556
77.6,445.198,1.99923,6.8895
77.7,444.535,1.99924,6.92357
77.8,443.869,1.99925,6.9578
77.9,443.2,1.99926,6.99221
78,442.527,1.99926,7.02678
78.1,441.851,1.99927,7.06153
78.2,441.172,1.99928,7.09644
78.3,440.49,1.99928,7.13153
78.4,439.804,1.99929,7.16679
